,GDP_M,RGDP_M_PCT_CHG,RGDP_Q_PCT_CHG,RGDP_A_PCT_CHG,RGDP_2A_PCT_CHG,RGDP_3A_PCT_CHG
1979-10-01,1.0,-0.4,-0.5714285714285714,-0.7435897435897436,1.3076923076923075,-0.7169811320754718
1979-11-01,1.1,0.10000000000000009,-0.33999999999999997,-0.5217391304347827,0.2692307692307694,-0.736
1979-12-01,1.2,0.09090909090909083,0.19999999999999996,0.7142857142857144,-0.07692307692307698,-0.75
1980-01-01,1.3,0.08333333333333348,0.18181818181818166,1.166666666666667,-0.7947368421052631,-0.7784090909090908
1980-02-01,-1.8,-2.3846153846153846,-2.5,-4.6,-1.1583577712609971,-1.2596153846153846
1980-03-01,-4.9,1.7222222222222223,0.4722222222222223,-4.2593749999999995,-1.298780487804878,-1.6125
1980-04-01,-8.0,0.6326530612244896,3.4444444444444446,-3.9187499999999997,-1.6504065040650406,-2.0256410256410255
1980-05-01,-5.5,-0.3125,0.12244897959183665,-3.578125,-1.6707317073170733,-1.7236842105263157
1980-06-01,-3.0,-0.4545454545454546,-0.625,-2.0,-1.731707317073171,-1.4054054054054053
1980-07-01,-0.5,-0.8333333333333334,-0.9090909090909091,-1.2142857142857142,-1.1094890510948905,-1.1013513513513513
1980-08-01,2.233333333333333,0.19527363184079605,-1.7444444444444445,0.33999999999999964,-0.5562913907284769,-0.09459459459459474
1980-09-01,4.966666666666666,1.2238805970149254,0.35165837479270357,3.966666666666666,-0.09696969696969715,-0.01988620199146522
1980-10-01,7.7,0.550335570469799,2.4477611940298516,1.5999999999999996,0.9743589743589742,0.054822190611664295
1980-11-01,7.833333333333333,0.017316017316017174,0.5771812080536916,-0.7666666666666666,2.405797101449275,0.12953058321479383
1980-12-01,7.966666666666667,0.017021276595744705,0.03463203463203457,-3.133333333333333,2.033514492753623,0.20423897581792333
